year,agricultureOutputCurrentPrices,agricultureOutputCurrentPrices_state,fishingOutputCurrentPrices,fishingOutputCurrentPrices_state,industryOutputCurrentPrices,industryOutputCurrentPrices_state,servicesOutputCurrentPrices,servicesOutputCurrentPrices_state,grossDomesticProductOutputCurrentPrices,grossDomesticProductOutputCurrentPrices_state,foreignIncomeOutputCurrentPrices,foreignIncomeOutputCurrentPrices_state,grossNationalProductOutputCurrentPrices,grossNationalProductOutputCurrentPrices_state,grossDomesticProductPrimaryCompositionShare,grossDomesticProductPrimaryCompositionShare_state,grossDomesticProductSecondaryCompositionShare,grossDomesticProductSecondaryCompositionShare_state,grossDomesticProductTertiaryCompositionShare,grossDomesticProductTertiaryCompositionShare_state,wagesIncomeCurrentPrices,wagesIncomeCurrentPrices_state,capitalIncomeCurrentPrices,capitalIncomeCurrentPrices_state,profitIncomeCurrentPrices,profitIncomeCurrentPrices_state,depreciationIncomeCurrentPrices,depreciationIncomeCurrentPrices_state,indirectTaxesIncomeCurrentPrices,indirectTaxesIncomeCurrentPrices_state,grossNationalIncomeCurrentPrices,grossNationalIncomeCurrentPrices_state,grossDomesticIncomeCurrentPrices,grossDomesticIncomeCurrentPrices_state,grossNationalIncomeWagesCompositionShare,grossNationalIncomeWagesCompositionShare_state,grossNationalIncomeCapitalCompositionShare,grossNationalIncomeCapitalCompositionShare_state,grossNationalIncomeProfitCompositionShare,grossNationalIncomeProfitCompositionShare_state,publicConsumptionExpenditureCurrentPrices,publicConsumptionExpenditureCurrentPrices_state,publicInvestmentExpenditureCurrentPrices,publicInvestmentExpenditureCurrentPrices_state,privateConsumptionExpenditureCurrentPrices,privateConsumptionExpenditureCurrentPrices_state,privateInvestmentExpenditureCurrentPrices,privateInvestmentExpenditureCurrentPrices_state,stockBuildingExpenditureCurrentPrices,stockBuildingExpenditureCurrentPrices_state,goodsBalanceExpenditureCurrentPrices,goodsBalanceExpenditureCurrentPrices_state,servicesBalanceExpenditureCurrentPrices,servicesBalanceExpenditureCurrentPrices_state,indirectTaxesExpenditureCurrentPrices,indirectTaxesExpenditureCurrentPrices_state,grossDomesticExpenditureCurrentPrices,grossDomesticExpenditureCurrentPrices_state,foreignIncomeExpenditureCurrentPrices,foreignIncomeExpenditureCurrentPrices_state,grossNationalExpenditureCurrentPrices,grossNationalExpenditureCurrentPrices_state,grossDomesticExpenditureInvestmentCompositionShare,grossDomesticExpenditureInvestmentCompositionShare_state,grossDomesticExpenditureConsumptionCompositionShare,grossDomesticExpenditureConsumptionCompositionShare_state,grossDomesticExpenditureStockBuildingCompositionShare,grossDomesticExpenditureStockBuildingCompositionShare_state,grossDomesticExpenditureNetExportsCompositionShare,grossDomesticExpenditureNetExportsCompositionShare_state,expenditureDeflator,expenditureDeflator_state,outputDeflator,outputDeflator_state,incomeDeflator,incomeDeflator_state,population,grossDomesticIncomePerCapitaCurrentPrices,grossDomesticIncomePerCapitaCurrentPrices_state,grossDomesticProductPerCapitaCurrentPrices,grossDomesticProductPerCapitaCurrentPrices_state,grossDomesticExpenditurePerCapitaCurrentPrices,grossDomesticExpenditurePerCapitaCurrentPrices_state,grossDomesticIncomePerCapitaConstantPrices,grossDomesticIncomePerCapitaConstantPrices_state,grossDomesticProductPerCapitaConstantPrices,grossDomesticProductPerCapitaConstantPrices_state,grossDomesticExpenditurePerCapitaConstantPrices,grossDomesticExpenditurePerCapitaConstantPrices_state
1861,189.48619540701804,,1.7472118959107765,,175.89232607718816,,372.697333450481,,739.823066830598,,69.2159745998987,,809.0390414304967,,0.2584853269338745,,0.23774917809836732,,0.5037654949677581,,299.91432053541195,,194.3968360664852,,88.17146623934737,,39.870901194353976,,54.00117075651042,,676.354694792109,,607.1387201922103,,0.5148897302248853,,0.3337384300294706,,0.1513718397456442,,39.21492295792904,,4.087887802067308,,539.3211600536885,,55.79111219793269,,39.1,,-4.142500000000041,,5.012028113708517,,54.00117075651042,,732.3857818818364,,69.2159745998987,,801.601756481735,,0.08826703763322521,,0.852814278985373,,0.057636920647624476,,0.0012817627337773413,,95.17619953092604,,98.79641983258432,,95.17619953092604,,3353453,181.04882346411603,,220.6153081109525,,218.39750903973797,,190.22489273201856,,223.3029379858062,,229.4665159106012,
1862,234.86490411448497,,2.376208178438656,,183.48287170193333,,402.7471900380516,,823.4711740329085,,50.86710589124083,,874.3382799241493,,0.2880988670569332,,0.22281638688496555,,0.4890847460581013,,306.59278851469065,,176.23275890404472,,89.2848943113118,,40.88012422360248,,54.2696655537578,,667.2602315074074,,616.3931256161666,,0.5358979073822915,,0.30803975255393246,,0.15606234006377614,,39.43393535208419,,3.6878420799398923,,591.1725699035572,,60.57415792006011,,58.4,,6.099999999999966,,5.293376126109322,,54.2696655537578,,818.9315469355085,,50.86710589124083,,869.7986528267494,,0.08403975870207889,,0.8246867283564991,,0.07637362528712781,,0.014899887654294154,,100.90006141825977,,104.99023347400235,,100.90006141825977,,3379216,182.4071398857506,,243.68704872162908,,242.34365217716433,,180.78000877484163,,232.1044926354705,,240.181867850982,
1863,210.93825491691942,,2.306319702602225,,207.70645496076895,,409.98762244569025,,830.9386520259809,,77.4559098147394,,908.3945618407203,,0.2566309487464475,,0.24996605279384043,,0.493402998459712,,310.148243926352,,224.04132467229846,,92.83582708136062,,43.40844827586207,,55.25695911304301,,725.6908030689161,,648.2348932541768,,0.4946342621258509,,0.35730821465265356,,0.14805752322149546,,38.728764832045194,,3.524972697408919,,608.4613415205911,,63.869027302591086,,22.5,,-44.41,,5.769707709773092,,55.25695911304301,,753.7007731754525,,77.4559098147394,,831.1566829901918,,0.09649165565374741,,0.9266172787590993,,0.03221447387318332,,-0.05532340828603029,,98.43263298705344,,102.89497095893792,,98.43263298705344,,3415727,189.779479816208,,243.26846145080708,,220.65603403768876,,192.80138512719574,,236.42405375466575,,224.169594311991,
1864,222.6443732766353,,2.4460966542750873,,209.19164717154075,,437.9769082481746,,872.2590253506257,,69.75062896787792,,942.0096543185036,,0.2580546183978203,,0.23982743782725674,,0.5021179437749229,,314.94830949986067,,226.1513300799987,,95.27333177944496,,45.80434782608696,,57.64707094199051,,739.8243901273818,,670.0737611595039,,0.4949115120762048,,0.3553754484527137,,0.14971303947108153,,38.70395891196784,,4.144916096215942,,612.1920650078158,,68.93908390378407,,-16.7,,-30.137499999999932,,7.991897529434535,,57.64707094199051,,742.7814923912086,,69.75062896787792,,812.5321213590865,,0.1066710381379035,,0.9500267444496331,,-0.024374778842195122,,-0.03232300374534141,,101.50592634437386,,102.99800040313308,,101.50592634437386,,3445573,194.47382515462706,,253.1535466961883,,215.57560742181593,,191.58864133198082,,245.78491398410458,,212.37736079610153,
1865,223.57746794080884,,3.1061119998999787,,211.8343436154696,,427.9352293732498,,866.4531529294281,,70.438035810334,,936.8911887397621,,0.26162243068111035,,0.24448447431839784,,0.4938930950004919,,319.8689661027748,,234.00764155978217,,98.01176298346564,,43.5622429906542,,57.30381454170071,,752.7544281783776,,682.3163923680436,,0.4906805835265692,,0.35896888500692253,,0.15035053146650829,,40.600096108747096,,3.6495814659559884,,628.5180788913567,,74.27941853404401,,-29.5,,23.755000000000052,,8.150832063289442,,57.30381454170071,,806.7568216050942,,70.438035810334,,877.1948574154281,,0.10398116928685333,,0.8928087134134423,,-0.03936204101120473,,0.04257215831090888,,100.91477640657018,,101.25596573937015,,100.91477640657018,,3475110,196.343825768981,,249.33114431756928,,232.1528877086176,,194.56400019947702,,246.23847345384098,,230.04845868488988,
1866,255.37516334219129,,1.3497981118569824,,207.22959068408585,,447.7268641944228,,911.6814163325569,,73.86190607895983,,985.5433224115167,,0.28159503622085663,,0.2273048314593418,,0.49110013231980154,,331.713668617242,,246.9603554510195,,98.34278213999562,,43.2741116751269,,56.29639210155058,,776.5873099849347,,702.7254039059749,,0.48996371371496433,,0.36477728940609494,,0.1452589968789407,,42.33770672076899,,4.955443123848586,,642.8607422086608,,77.26155687615142,,53.6,,34.4375,,4.051419505042794,,56.29639210155058,,915.8007605360232,,73.86190607895983,,989.662666614983,,0.09565629102008236,,0.7972018224613229,,0.0623615213237702,,0.044780365194824645,,103.32578358832605,,102.18747818601622,,103.32578358832605,,3492326,201.21987578077614,,261.05278153659106,,262.23232325276143,,194.74314037867154,,255.46455022736305,,253.79175859682422,
1867,238.82623720465955,,2.5138753291639344,,207.6672805805427,,428.3709577577686,,877.3783508721349,,35.569855580227866,,912.9482064523628,,0.27506960058214985,,0.23669068238818122,,0.48823971702966884,,343.9548058971796,,292.593789194697,,97.89139238109111,,44.024604569420035,,55.619324341266704,,834.0839163836546,,798.5140608034267,,0.468322547470006,,0.3983903302997461,,0.13328712223024777,,44.244744293302006,,5.7716078868972955,,622.8091535456841,,73.1683921131027,,6.2,,36.05750000000006,,4.6696263449352315,,55.619324341266704,,848.5403485251883,,35.569855580227866,,884.1102041054162,,0.0995559426378503,,0.8412614592046181,,0.007819189819542334,,0.0513634083379891,,95.44189914567984,,100.78019639498248,,95.44189914567984,,3527880,226.34388380654292,,248.69846788216574,,240.52415289782766,,237.15358331361153,,246.77315264147234,,252.01107171044274,
1868,253.2645164148428,,2.5081406282167786,,195.41649929186647,,428.35419123087337,,879.5433475657994,,48.65120204666087,,928.1945496124603,,0.2908016503688296,,0.2221794978413468,,0.48701885178982357,,348.38327562141154,,207.79122573178068,,97.22935406803117,,44.61246458923513,,56.08371308168621,,754.1000330921448,,705.448831045484,,0.5331821548509578,,0.31801346748685155,,0.14880437766219068,,40.88484682451299,,5.430735226385227,,642.4230835901426,,70.51626477361478,,35.1,,38.355,,11.718158900995014,,56.08371308168621,,900.511802397337,,48.65120204666087,,949.1630044439978,,0.08993897877266219,,0.8091961163542397,,0.04156659453198208,,0.05929831034111593,,95.41948728212884,,99.56704193428745,,95.41948728212884,,3557812,198.2816492398935,,247.21467788792646,,253.10831555948906,,207.79995249149675,,248.2896680320019,,265.2585156018689,
1869,273.5694157816843,,1.8684728603371918,,205.56173792420813,,434.95454560330495,,915.9541721695346,,53.47580717476069,,969.4299793442952,,0.3007114296882536,,0.22442360564537128,,0.4748649646663752,,352.3194419016836,,223.98873240713544,,98.0719482846529,,45.205987488829315,,58.305539453296475,,777.8916495355977,,724.415842360837,,0.522434499621318,,0.3321401757005222,,0.14542532467815986,,41.04602500932804,,5.13291397639241,,655.8842410325038,,76.02708602360758,,-13.7,,82.25750000000005,,6.572669498136047,,58.305539453296475,,911.5259749932644,,53.47580717476069,,965.0017821680251,,0.0951219598351945,,0.8168232229468032,,-0.016056811849952744,,0.10411162906795493,,94.40386440668402,,99.45823843431096,,94.40386440668402,,3592858,201.62662770441722,,254.9374821296958,,253.70498221562454,,213.57878617746664,,256.32615874055926,,268.7442763176352,
1870,268.44892552851945,,2.7548887967490177,,223.09356948150497,,437.110174735395,,931.4075585421684,,68.95402795762465,,1000.361586499793,,0.29117630819933915,,0.23952303954961374,,0.4693006522510471,,362.2447607426492,,301.721138648737,,99.51639551314734,,48.02286392405063,,58.49316044299596,,869.9983192715802,,801.0442913139555,,0.4744638653185069,,0.39519074726738024,,0.1303453874141128,,45.91393949276605,,4.778364080112859,,676.7109129021153,,82.89263591988714,,24,,66.4575,,1.312871508897672,,58.49316044299596,,960.559384346775,,68.95402795762465,,1029.5134123043997,,0.09718909507618549,,0.8010773857241349,,0.026605585448192123,,0.07512793375148757,,92.1475458502327,,97.11923456303752,,92.1475458502327,,3626790,220.86867210782964,,256.81320356077094,,264.85111747489515,,239.69023816088085,,264.43083567970285,,287.4206958320489,
1871,271.30490098750806,,3.510498112301809,,232.3022050487442,,464.97423200525094,,972.091836153805,,57.755161279562955,,1029.846997433368,,0.28270518162887687,,0.23897145970063388,,0.47832335867048925,,381.12341986463935,,290.90241341516264,,100.47936033214363,,47.23965665236052,,60.83696630624047,,880.5818165705466,,822.8266552909837,,0.49336033338837326,,0.3765701717227449,,0.13006949488888184,,44.47397053641761,,5.336789281720855,,719.2676075463113,,80.91421071827915,,9.8,,47.335,,-0.3965135305950973,,60.83696630624047,,967.5680308583742,,57.755161279562955,,1025.3231921379372,,0.09512302310123498,,0.8423022083841009,,0.010808055864767978,,0.05176671264989633,,98.87026638190929,,101.47311851914995,,98.87026638190929,,3645118,225.73388715838107,,266.683228404075,,265.44216973452546,,228.31321834051877,,262.81170057244935,,268.47522460311137,
1872,283.6418324996112,,2.6403385371471826,,294.0778823867919,,513.4414442041874,,1093.8014976277377,,81.66480222662953,,1175.4662998543672,,0.2617313759924939,,0.26885854794000086,,0.4694100760675051,,400.14560922820664,,360.8251329658294,,103.97010780100516,,54.33733624454148,,64.0845691047572,,983.3627553443399,,901.6979531177104,,0.4626277152137059,,0.41716740857816814,,0.12020487620812594,,47.684881491950215,,6.962611958583685,,890.759854568172,,98.84438804141632,,-0.3,,-33.705,,2.864482416346231,,64.0845691047572,,1077.1957875812259,,81.66480222662953,,1158.8605898078554,,0.1044376945693229,,0.9262998167875084,,-0.0002961175382611441,,-0.03044139381857027,,109.8582923143257,,111.88831366677022,,109.8582923143257,,3679189,245.08062867053323,,297.2941856555175,,292.7807697786729,,223.08796496609506,,265.7061992559202,,266.5076651118614,
1873,284.8019315940266,,3.6295011432231945,,349.48991508944,,543.0793771277326,,1181.0007249544224,,66.40307973131056,,1247.403804685733,,0.2442262960917158,,0.2959269268043232,,0.45984677710396105,,420.69864978745915,,285.2096990855613,,110.47012032923008,,73.02271088680607,,67.16401965840218,,956.5651997474588,,890.1621200161483,,0.5153230586771327,,0.3493596534512513,,0.13531728787161593,,50.58529141060353,,6.62087617180106,,946.9375023721358,,98.76812382819894,,-2.3,,-82.86749999999995,,0.34656708825874816,,67.16401965840218,,1085.2548805294005,,66.40307973131056,,1151.657960260711,,0.10351630100071568,,0.9797974150650341,,-0.0022591303864885905,,-0.08105458567926128,,115.79565447769005,,117.06075502399707,,115.79565447769005,,3720699,239.24593739406177,,317.41367010726276,,291.68037525459613,,206.61046260605266,,271.15293254532145,,251.89233272203077,
1874,297.31507541601314,,2.725650557620811,,334.4378344915018,,514.2254544000218,,1148.7040148651577,,85.3049715171501,,1234.0089863823077,,0.26119933602639556,,0.2911436106809118,,0.44765705329269256,,439.5177364512919,,453.87574505091135,,113.44929273799985,,80.28715670436189,,68.324404979744,,1155.454335924309,,1070.1493644071588,,0.4365306557252363,,0.45079108343745233,,0.11267826083731142,,51.29750435305362,,6.2027749806260015,,964.8428751497689,,93.41222501937399,,54.8,,-3.677500000000009,,-1.8585255254968587,,68.324404979744,,1233.3437589570697,,85.3049715171501,,1318.6487304742197,,0.08550501728569461,,0.8722090118363813,,0.04703784517649013,,-0.004751874298566042,,116.20550772521794,,116.72068421877458,,116.20550772521794,,3768703,283.9569380784739,,304.800886369968,,327.25947334058156,,244.3575555385246,,261.13699419262025,,281.62131016580247,
1875,284.5923715378511,,2.306319702602225,,325.2591542328676,,503.7240071576451,,1115.881852630966,,99.9549008980183,,1215.8367535289842,,0.25710489920059104,,0.2914817132889016,,0.4514133875105073,,463.7299999593656,,421.8329379121005,,114.02105309927889,,65.57524613220816,,70.31694716799409,,1135.4761842709474,,1035.5212833729292,,0.4639229961146283,,0.4220084972573819,,0.11406850662798976,,58.01058967509586,,6.8040959573285615,,908.5698347153519,,96.95090404267144,,27,,-25.2349999999999,,-0.30540730181671094,,70.31694716799409,,1142.1119642566252,,99.9549008980183,,1242.0668651546434,,0.09680489118323646,,0.9018332880628771,,0.02519138414483528,,-0.023829563390948823,,103.65488684349474,,106.16959577630097,,103.65488684349474,,3807338,271.9803924350633,,293.0871523964949,,299.9765096391823,,262.39032303968264,,276.0556355644686,,289.3992929557749,
1876,295.0247733772005,,3.2148698884758287,,326.12784786648115,,494.4890971876271,,1118.8565883197846,,74.20898053757526,,1193.0655688573597,,0.266557525226312,,0.2914831545624946,,0.44195932021119344,,474.8133959269361,,414.80359161056464,,115.73633418311601,,64.73968897903987,,73.8931153074624,,1143.986126007119,,1069.777145469544,,0.47228510183296996,,0.41259483869874425,,0.11512005946828574,,62.60102107535851,,7.941761993763652,,903.2273632289737,,107.63323800623635,,9.5,,-34.00249999999994,,-0.7277198681442911,,73.8931153074624,,1130.0662797436503,,74.20898053757526,,1204.2752602812257,,0.10942807854969208,,0.9144602578687142,,0.008994737150958899,,-0.03288307356936503,,101.19782133479755,,104.84072187379546,,101.19782133479755,,3856362,277.4057895678735,,290.1326660515233,,293.0394708130747,,274.1222942439826,,276.73661614117606,,289.57092845269693,
1877,294.1142652068695,,3.2148698884758287,,354.19760187917916,,500.61294192575554,,1152.1396789002802,,60.68583180894177,,1212.8255107092218,,0.25806691718068997,,0.3074259209762323,,0.43450716184307764,,483.6125820509628,,300.787526828585,,118.4747653871367,,64.92920962199312,,74.55936547160161,,1042.3634493602792,,981.6776175513374,,0.5356363277289705,,0.33314419904849474,,0.13121947322253483,,64.57685695229048,,8.349116733214526,,973.0976879298768,,126.18588326678547,,-24.1,,-58.565000000000055,,-1.5096275141872653,,74.55936547160161,,1162.5942828395814,,60.68583180894177,,1223.280114648523,,0.12364952434196508,,0.9537143783881152,,-0.022150024429638076,,-0.05521387830044219,,104.28344600123424,,105.2375749834605,,104.28344600123424,,3909692,251.0882232030905,,294.6880927961282,,297.3621151844139,,240.77476611208147,,280.021743984924,,285.14795644640907,
1878,277.9651447756842,,4.193308550185864,,327.82152045369617,,484.9903528629336,,1094.9703266425,,48.85047867543432,,1143.8208053179342,,0.25768593582901067,,0.29938849709187376,,0.4429255670791155,,488.02823626886067,,307.0598608449278,,121.15301128997014,,63.826158192090396,,74.98801177926264,,1055.0552783751116,,1006.2047996996773,,0.5326417160206721,,0.33512997619139373,,0.13222830778793415,,63.38424322969111,,8.124077140733768,,923.2875457709466,,104.00792285926624,,47.1,,-61.854999999999905,,0.11421789020252504,,74.98801177926264,,1159.1510186701032,,48.85047867543432,,1208.0014973455375,,0.10342725151780618,,0.9100769743382153,,0.04344365164706481,,-0.05694787750308638,,100.0283822677034,,99.05746189256134,,100.0283822677034,,3958700,254.17556260885576,,276.59846076805513,,292.8110285371721,,254.10344228962157,,279.2303128744167,,292.72794570797856,
1879,239.357565054782,,3.704089219330846,,313.43984390243685,,481.0070574438887,,1037.5085556204385,,75.31813388922963,,1112.826689509668,,0.23427436136057692,,0.30210820161863366,,0.4636174370207893,,500.39077459213195,,458.6859778291704,,121.27338189234466,,63.606218905472645,,74.14165115606166,,1218.0980043751813,,1142.7798704859517,,0.46317463079692517,,0.4245715932831131,,0.1122537759199617,,58.767846881963116,,8.499781510045976,,835.7480896979152,,118.00221848995402,,-1.7,,-51.475,,0.22774918313049142,,74.14165115606166,,1042.2123369190704,,75.31813388922963,,1117.5304708083,,0.130674342132666,,0.924019237164323,,-0.0017560701145083253,,-0.05293750918248054,,94.62510281581166,,97.29173889713567,,94.62510281581166,,4012693,284.791253775445,,258.55667393953104,,259.728899499431,,300.96797287480143,,265.7539857653249,,274.4820261965737,
1880,288.4622382593921,,3.7739776951672774,,321.6307369147229,,506.5979829268695,,1120.4649357961518,,78.3249113778167,,1198.7898471739686,,0.26081692217071434,,0.2870511397897397,,0.45213193803954593,,504.5319693184014,,503.4023836230831,,123.16921887974361,,66.53971078976639,,76.81231482968407,,1274.4555974406785,,1196.1306860628617,,0.4460528477564945,,0.44505418969947896,,0.10889296254402653,,61.2536934981172,,6.249509573085821,,926.5283883709787,,118.28249042691418,,27.6,,-56.315000000000055,,0.7065573709491453,,76.81231482968407,,1161.117954069729,,78.3249113778167,,1239.4428654475457,,0.11484953641602426,,0.910981227176316,,0.025454077707595394,,-0.05128484129993559,,96.59110172784365,,98.35948180688091,,96.59110172784365,,4054591,295.00649660171933,,276.3447498887439,,286.3711664307766,,305.4178814865716,,280.95384889412026,,296.47779278639945,
1881,264.593689762183,,4.402973977695157,,350.11000216711057,,515.0596563526859,,1134.1663222596746,,95.462215444857,,1229.6285377045317,,0.23717567561337768,,0.30869370329173873,,0.45413062109488356,,517.3048106505727,,542.903310146582,,127.29191201107146,,68.31179220779221,,78.96515991858203,,1334.7769849346003,,1239.3147694897432,,0.43562509167030417,,0.4571817222292722,,0.10719318610042373,,62.31379322017367,,8.881149292430585,,970.6531620656266,,128.1958507075694,,-6.5,,-27.1375,,-0.19951499055131094,,78.96515991858203,,1215.172100213831,,95.462215444857,,1310.6343156586881,,0.1206443959622178,,0.9091362837630428,,-0.005720788854106931,,-0.02405989087115385,,97.92562062515604,,97.80405733286433,,97.92562062515604,,4103159,302.0391774946433,,276.4129594440953,,296.1552550641667,,308.4373380188235,,282.6191131349051,,302.42877520051945,
1882,280.4689299290653,,4.752416356877312,,376.95308911972194,,528.7454712448585,,1190.919906650523,,83.62912327547826,,1274.5490299260014,,0.23949666530315308,,0.3165226200474784,,0.4439807146493686,,529.0564509727689,,480.2644409910831,,129.94006526331123,,67.55353293413174,,78.46909150174622,,1285.2835816630409,,1201.6544583875625,,0.46438565950722527,,0.42155788622827417,,0.11405645426450071,,66.78791928959164,,9.703570788113895,,993.2604280527726,,125.1334292118861,,7.6,,23.25249999999994,,0.6397899416181438,,78.46909150174622,,1304.8467287857284,,83.62912327547826,,1388.4758520612068,,0.10994737338705801,,0.8643735136022359,,0.006197112348551517,,0.019482000662154556,,97.1132774118763,,99.99524631394078,,97.1132774118763,,4156988,289.06854154680326,,286.4862507783335,,313.8923491686116,,297.6611944840533,,286.49987008271734,,323.2228975625373,
1883,275.3273917779217,,6.010408921933071,,354.7066283472559,,534.25534780177,,1170.2997768488808,,73.66516325776975,,1243.9649401066506,,0.24039806403909408,,0.3030904007367496,,0.45651153522415616,,548.3796841026054,,416.73764519326335,,131.74562429892927,,68.52883625128733,,77.72769307677324,,1243.1194829228587,,1169.4543196650889,,0.49995278107021135,,0.3799359289394089,,0.12011128999037979,,66.45857619385052,,12.394247317370555,,1005.8948608428339,,137.42975268262947,,1.8,,-63.190000000000055,,1.2318624297492455,,77.72769307677324,,1239.7469925432067,,73.66516325776975,,1313.4121558009765,,0.12893417524889214,,0.9228361676342888,,0.001549027628737758,,-0.053319370511918554,,91.94025250538034,,91.52590077740558,,91.94025250538034,,4202759,278.25871520710297,,278.4598823888976,,294.9840789213007,,302.65167608803256,,304.24161906488354,,320.8432333857667,
1884,262.6850271556763,,5.94052044609664,,345.177262408638,,544.4239496612673,,1158.2267596716783,,77.51331999271295,,1235.7400796643913,,0.23192828637279977,,0.2980221787540854,,0.4700495348731148,,560.5022338916887,,432.6686940999956,,132.70858911792553,,69.70906282183317,,76.53783845539866,,1272.1264183868418,,1194.6130983941289,,0.4978350039892599,,0.38429395643572506,,0.11787103957501494,,65.38591711994414,,11.45411769870716,,960.7496293718557,,128.11788230129284,,7,,-17.9275,,4.47320496057646,,76.53783845539866,,1235.791089907775,,77.51331999271295,,1313.3044099004878,,0.12039819584300197,,0.885169435760651,,0.006038369951716776,,-0.011606001555369595,,87.94275695636475,,88.99789938810419,,87.94275695636475,,4250151,281.0754484709199,,272.5142611807624,,290.764043420522,,319.61182273417165,,306.20302619995067,,330.62875611779225,
1885,241.3586660786861,,4.8921933085501745,,343.04239924075625,,520.5323303884104,,1109.8255890164028,,93.69230607888619,,1203.517895095289,,0.22188248480148962,,0.309095773818643,,0.4690217413798675,,567.5167771698157,,511.63967215711955,,131.20395658824387,,70.3385945945946,,77.61807246307664,,1358.3170729728504,,1264.624766893964,,0.46888247037518066,,0.4227167954740373,,0.10840073415078195,,61.11914291938865,,8.307855601166917,,910.7885046365581,,120.20314439883308,,13.9,,29.8275,,3.5717282053655737,,77.61807246307664,,1225.3359482243893,,93.69230607888619,,1319.0282543032754,,0.11197089695475479,,0.8468175568941573,,0.012110990247302502,,0.029100555903785113,,83.25593345148609,,83.41945521821829,,83.25593345148609,,4301200,294.01673181762396,,258.0269666642804,,284.88234637412563,,353.14808161865113,,309.31269688743896,,342.17662881664637,
1886,241.50363370442048,,4.6825278810408815,,333.6499437561154,,514.5153395128835,,1094.3514448544602,,94.2837961450764,,1188.6352409995366,,0.22496078635707573,,0.3048837238940989,,0.47015548974882554,,575.3401015043456,,528.827743855222,,131.20395658824387,,70.03766166580444,,78.52739289967803,,1383.9368565132943,,1289.653060368218,,0.4657222227326271,,0.42807172951610106,,0.10620604775127171,,64.7128365561885,,8.553679576911023,,877.1852878903475,,130.362320423089,,-22.4,,108.0125,,5.348182275563879,,78.52739289967803,,1250.3021996217778,,94.2837961450764,,1344.5859957668542,,0.1185517893054903,,0.8038217915619671,,-0.019116301077219202,,0.09674272020976185,,79.95278056625612,,81.03627843926954,,79.95278056625612,,4350137,296.46263103167047,,251.56712187557773,,287.41674104097825,,370.797149182316,,310.43765424655817,,359.4831086616165,
1887,240.66548619617717,,4.962081784386605,,352.0924200157414,,543.3073756642256,,1141.0273636605307,,96.86711318747369,,1237.8944768480044,,0.2152687795256424,,0.3085749134763898,,0.47615630699796785,,580.7294434305245,,523.1751579516733,,131.17386393765022,,71.22833894500563,,79.89726523904264,,1386.204069503896,,1289.3369563164224,,0.47019639621044895,,0.4235966966003142,,0.1062069071892369,,66.67776371602115,,14.181594804413878,,935.5346713763312,,109.28840519558612,,44.5,,100.3525,,-0.46164315259691335,,79.89726523904264,,1349.970557178798,,96.86711318747369,,1446.8376703662716,,0.09721486215289746,,0.7890981106780814,,0.035037348066768746,,0.0786496791022524,,82.18020560300346,,82.35192603101683,,82.18020560300346,,4405526,292.6635676004233,,258.99912148073366,,306.4266462571774,,356.12416086450776,,314.5028100292212,,372.8715984691798,
1888,229.48333657658088,,5.381412639405192,,384.81484474718854,,558.6785623324319,,1178.3581562956065,,100.24361908142467,,1278.6017753770311,,0.19931524890049404,,0.3265686605479334,,0.47411609055157256,,592.5302258316793,,518.1164040056473,,133.67155393692184,,74.63119834710744,,80.53521283277621,,1399.4845949541323,,1299.2409758727076,,0.4761886738924163,,0.41638578521299424,,0.10742554089458949,,66.34967328627108,,13.972681426400344,,926.332381010256,,132.18731857359964,,5.6,,85.125,,-0.9040316783116005,,80.53521283277621,,1309.1982354509914,,100.24361908142467,,1409.441854532416,,0.1189585731070028,,0.8079367865903334,,0.00455779973590049,,0.06854684056676338,,82.4620299571685,,83.90611539096122,,82.4620299571685,,4458704,291.3943100669404,,264.2826606779922,,293.6275284143086,,353.3678593872758,,314.9742536006643,,356.0760371371179,
1889,256.5389728446355,,6.080297397769502,,394.65856926898175,,579.9326049515709,,1237.2104444629576,,88.24807519638541,,1325.458519659343,,0.21226725931529097,,0.31899065436704527,,0.4687420863176638,,605.2244019832734,,453.94092615999557,,135.14609381600988,,77.71982232093282,,82.55721011070969,,1354.5884543909215,,1266.3403791945361,,0.5067559355585809,,0.38008589536496373,,0.11315816907645533,,69.55049893727539,,11.418250863742324,,993.2692623190973,,120.50274913625766,,50,,84.57499999999993,,0.24267085991708015,,82.55721011070969,,1412.1156422269996,,88.24807519638541,,1500.363717423385,,0.09922166398510082,,0.7993780006830216,,0.03760647053353933,,0.06379386479833812,,84.36227655002773,,85.13293643845958,,84.36227655002773,,4511415,280.69693858679284,,274.2399988613235,,313.0094753479783,,332.72802734328366,,322.13149262103104,,371.0301430312402,
