year,agricultureValueAddedCurrentPrices,agricultureValueAddedCurrentPrices_state,fisheriesValueAddedCurrentPrices,fisheriesValueAddedCurrentPrices_state,industryValueAddedCurrentPrices,industryValueAddedCurrentPrices_state,servicesValueAddedCurrentPrices,servicesValueAddedCurrentPrices_state,grossDomesticProductValueAddedCurrentPrices,grossDomesticProductValueAddedCurrentPrices_state,agricultureValueAddedPriceIndex,agricultureValueAddedPriceIndex_state,fisheriesValueAddedPriceIndex,fisheriesValueAddedPriceIndex_state,industryValueAddedPriceIndex,industryValueAddedPriceIndex_state,servicesValueAddedPriceIndex,servicesValueAddedPriceIndex_state,grossDomesticProductValueAddedPriceIndex,grossDomesticProductValueAddedPriceIndex_state,agricultureValueAddedConstant1913Prices,agricultureValueAddedConstant1913Prices_state,fisheriesValueAddedConstant1913Prices,fisheriesValueAddedConstant1913Prices_state,industryValueAddedConstant1913Prices,industryValueAddedConstant1913Prices_state,servicesValueAddedConstant1913Prices,servicesValueAddedConstant1913Prices_state,grossDomesticProductValueAddedConstant1913Prices,grossDomesticProductValueAddedConstant1913Prices_state,housingValueAddedAdjustmentCurrentPrices,housingValueAddedAdjustmentCurrentPrices_state,servicesValueAddedHousingAdjustmentNominal,servicesValueAddedHousingAdjustmentNominal_state,servicesValueAddedHousingAdjustmentReal,servicesValueAddedHousingAdjustmentReal_state,grossDomesticProductValueAddedHousingAdjustmentNominal,grossDomesticProductValueAddedHousingAdjustmentNominal_state,grossDomesticProductValueAddedHousingAdjustmentReal,grossDomesticProductValueAddedHousingAdjustmentReal_state,agricultureEmployment,industryEmployment,servicesEmployment,totalEmployment,agricultureLabourInputManHours,industryLabourInputManHours,servicesLabourInputManHours,totalLabourInput,agricultureRealValueAddedProductivity,agricultureRealValueAddedProductivity_state,industryRealValueAddedProductivity,industryRealValueAddedProductivity_state,servicesRealValueAddedProductivity,servicesRealValueAddedProductivity_state,grossDomesticProductRealValueAddedProductivity,grossDomesticProductRealValueAddedProductivity_state,agricultureRealValueAddedPerWorker,agricultureRealValueAddedPerWorker_state,industryRealValueAddedPerWorker,industryRealValueAddedPerWorker_state,servicesRealValueAddedPerWorker,servicesRealValueAddedPerWorker_state,grossDomesticProductRealValueAddedPerWorker,grossDomesticProductRealValueAddedPerWorker_state,agricultureRealValueAddedPerManHour,agricultureRealValueAddedPerManHour_state,industryRealValueAddedPerManHour,industryRealValueAddedPerManHour_state,servicesRealValueAddedPerManHour,servicesRealValueAddedPerManHour_state,grossDomesticProductRealValueAddedPerManHour,grossDomesticProductRealValueAddedPerManHour_state,agricultureNominalValueAddedPerManHour,agricultureNominalValueAddedPerManHour_state,industryNominalValueAddedPerManHour,industryNominalValueAddedPerManHour_state,servicesNominalValueAddedPerManHour,servicesNominalValueAddedPerManHour_state,agricultureRelativeProductivityWorkerGdp100,agricultureRelativeProductivityWorkerGdp100_state,industryRelativeProductivityWorkerGdp100,industryRelativeProductivityWorkerGdp100_state,servicesRelativeProductivityWorkerGdp100,servicesRelativeProductivityWorkerGdp100_state,relativeProductivityWorkerGdp100StandardDeviationSeries,relativeProductivityWorkerGdp100StandardDeviationSeries_state,relativeProductivityWorkerGdp100StandardDeviationFiveYearAverage,relativeProductivityWorkerGdp100StandardDeviationFiveYearAverage_state,agricultureRelativeProductivityWorkerIndustry100,agricultureRelativeProductivityWorkerIndustry100_state,agricultureRelativeProductivityWorkerIndustry100FiveYearAverage,agricultureRelativeProductivityWorkerIndustry100FiveYearAverage_state,agricultureRelativeProductivityManHourGdp100,agricultureRelativeProductivityManHourGdp100_state,industryRelativeProductivityManHourGdp100,industryRelativeProductivityManHourGdp100_state,servicesRelativeProductivityManHourGdp100,servicesRelativeProductivityManHourGdp100_state,relativeProductivityManHourGdp100StandardDeviationSeries,relativeProductivityManHourGdp100StandardDeviationSeries_state,relativeProductivityManHourGdp100StandardDeviationFiveYearAverage,relativeProductivityManHourGdp100StandardDeviationFiveYearAverage_state,agricultureRelativeProductivityManHourIndustry100,agricultureRelativeProductivityManHourIndustry100_state,agricultureRelativeProductivityManHourIndustry100FiveYearAverage,agricultureRelativeProductivityManHourIndustry100FiveYearAverage_state
1850,139.54961609386746,,1.7472118959107765,,145.71993888639764,,273.9861133097024,,561.0028801858782,,55.877384656941196,,27.5,,96.4,,90.48919236552649,,79.68186775530928,,249.74256928922375,,6.353497803311916,,151.16176233028798,,302.78324532166164,,704.0533762444318,,28.03981099850946,,245.9463023111929,,271.7963282484668,,532.9630691873688,,668.8636752642597,,516960,398065,367985,1283010,1350401.94,1229033.6354029006,1136161.0348152595,3715596.61021816,256.0960670925357,,151.16176233028798,,271.7963282484668,,668.8636752642597,,495.38855441917303,,379.74140487178727,,738.6070852031111,,521.3238207529635,,0.18964432700128947,,0.12299237219877572,,0.239223419849688,,0.1800151484218809,,0.10463316424869637,,0.11856464679961982,,0.2411507743303771,,65.79734909558871,,88.12475278363232,,160.8952068555182,,49.72868805127326,,48.25123912836169,,74.66386800214599,,76.33240483433183,,72.9458855360536,,82.65833510980194,,150.91480549712765,,42.490057476926,,41.02178117746961,,88.24988482910226,,90.29674393744082,
1851,152.3377241494857,,1.3977695167286213,,141.95320566342815,,279.3361172678266,,575.024816597469,,59.876221859928236,,27.5,,92.4,,88.83847327689023,,79.62324736582161,,254.42106969584316,,5.082798242649532,,153.62901045825558,,314.43146979484504,,722.1820707155674,,28.732548719758398,,250.60356854806818,,282.08900862916823,,546.2922678777106,,686.0964428740535,,522167,402361,371002,1295530,1364995.5120000013,1240790.2515456358,1144086.1935026853,3749871.957048322,259.5038679384927,,153.62901045825558,,282.08900862916823,,686.0964428740535,,496.97485275494756,,381.81884043994216,,760.3436332665815,,529.5874606331413,,0.19011334884044107,,0.12381545572821996,,0.2465627242345584,,0.18296529874425582,,0.1126271055946257,,0.11440548109287524,,0.2441565319590328,,69.82117378548546,,83.66652784448371,,160.1892694322945,,48.67205995223669,,48.41619642619653,,83.4517405996177,,80.24650176692549,,77.30975701222057,,78.53047361432348,,150.35569803773043,,41.825156928969825,,41.40545354348215,,98.44555043931345,,94.84449653622248,
1852,158.5948030223524,,1.3977695167286213,,148.06467206315483,,297.81453813805507,,605.8717827402909,,63.685970296916445,,29.1,,100.5,,91.52193518264816,,84.0041577970676,,249.02628048682064,,4.803331672606945,,147.32803190363666,,325.40236124128455,,721.2402321846032,,29.493435639773235,,268.32110249828185,,293.17682363555775,,576.3783471005177,,686.1307371152975,,526860,406266,373641,1306767,1378264.968000002,1252916.4533496536,1152301.5870046176,3783483.0083542736,253.8296121594276,,147.32803190363666,,293.17682363555775,,686.1307371152975,,481.77810454281513,,362.6393345828513,,784.6484289346131,,525.0597368278335,,0.18416604793181338,,0.11758807341842893,,0.2544271629423547,,0.18134896749906332,,0.11608259387978641,,0.11817601378552108,,0.2584519031273899,,68.84859712353523,,82.6288050734922,,162.8136473178984,,50.7427067254227,,46.56396869278612,,83.3227553784658,,86.73032861230922,,76.19934435761651,,77.57351441146075,,152.85258942524956,,43.864464466633144,,39.909347246027416,,98.22855769231307,,102.61100948367343,
1853,175.3863339636708,,1.257992565055759,,150.89221139238353,,289.64592875326605,,617.1824666743762,,73.94255875128209,,31.5,,102.9,,88.6937184766683,,86.90128730681471,,237.1926762145349,,3.993627190653203,,146.639661217088,,326.5687060233697,,710.2109598162159,,30.259097782847707,,259.3868309704183,,292.45231277415934,,586.9233688915285,,675.3908797913775,,530123,409074,375257,1314454,1387809.3960000025,1266900.391423236,1162169.2901145255,3816879.077537764,241.1863034051881,,146.639661217088,,292.45231277415934,,675.3908797913775,,454.9629112586855,,358.4673218466292,,779.3387272566783,,513.8185739412543,,0.1737892134902275,,0.11574679604633555,,0.2516434698987268,,0.17694846131386127,,0.1272828437664838,,0.11910345313167928,,0.24922868915657118,,74.62546270958616,,82.60929895044674,,154.8043326923974,,44.16732527152247,,45.20938747790997,,90.33542671067855,,92.72251684338339,,82.77455781311494,,77.4553378543057,,145.14615233803693,,37.63986421783515,,38.80217364688066,,106.86746724778962,,109.98186381563437,
1854,219.37679996475586,,1.9568773234200696,,167.76504849341103,,317.8145059713401,,706.913231752927,,87.00831147578896,,33.5,,97.7,,95.24417550732271,,93.10450692669244,,252.1331539985119,,5.841424846030058,,171.71448156950976,,333.6839279446599,,759.268541435409,,31.064565739781816,,286.7499402315583,,301.0682161971279,,675.8486660131451,,725.903276138165,,533524,411991,376963,1322478,1397728.5120000031,1284716.2661447437,1175488.0515222934,3857932.82966704,257.97457884454195,,171.71448156950976,,301.0682161971279,,725.903276138165,,483.52947354672324,,416.7918269319227,,798.6678167277105,,548.8962962999498,,0.18456701471690476,,0.1336594593643632,,0.256121885549781,,0.1881586093350449,,0.1583524092038951,,0.13058529179898284,,0.2703681296970739,,81.17691343452623,,79.68062885660319,,148.84820651760793,,39.50906346347549,,44.39304944017606,,101.87785237063807,,98.84200552935363,,90.39197513377853,,74.54172947840772,,139.24843343730973,,33.727193139772965,,38.21913645470672,,121.26358720984882,,117.66874338110446,
1855,216.4856371283537,,1.118215613382897,,160.72184925585364,,323.7695846592848,,702.095286656875,,88.74363210626333,,31.8,,98.2,,97.37502113912035,,94.79936938847075,,243.9449817302154,,3.5164012999462173,,163.66787093264116,,332.4975757352731,,740.6117690296176,,31.909044564604258,,291.8605400946806,,299.7283458123182,,670.1862420922707,,706.9522154160838,,534415,412973,376892,1324280,1401080.8440000038,1294622.8698210302,1181513.083549258,3877216.7973702922,247.4613830301616,,163.66787093264116,,299.7283458123182,,706.9522154160838,,463.05096793720537,,396.3161536774588,,795.2632207961915,,533.8389278823843,,0.1766217731759674,,0.12642127274892553,,0.25368178311825046,,0.18233497180131158,,0.15531141809097204,,0.12414568983944489,,0.27402962283471544,,80.4585595122769,,76.90198927019622,,153.0180892758822,,42.9557819768925,,43.499458455651094,,104.62480915751688,,100.16027202141056,,89.85204428634181,,71.82178978546497,,142.90960670383035,,36.954189481192195,,37.29584580206662,,125.10415648890685,,119.53627527276986,
1856,242.96384079372038,,1.6773234200743454,,165.87847308513926,,353.85728792594034,,764.3769252248743,,89.14460128714211,,31.7,,104.1,,102.45039077940815,,98.43458975096813,,272.5502579916352,,5.291241072789734,,159.3453151634383,,345.39379033492503,,776.5328500466031,,32.739954580586556,,321.1173333453538,,313.4369043420928,,731.6369706442878,,743.27223031586,,538145,416152,378817,1333114,1411885.74,1310387.912917772,1192826.7027619034,3915100.3556796755,277.8414990644249,,159.3453151634383,,313.4369043420928,,743.27223031586,,516.2948630284122,,382.9017165925871,,827.4098161964558,,557.5458890356415,,0.19678752408422576,,0.1216016368837167,,0.26276818218132814,,0.1898475550537517,,0.1732726362218197,,0.12658730399594909,,0.29665439841899044,,82.83271028826688,,72.62893723716952,,154.4564093818336,,44.590369763567146,,45.18808549691808,,114.04918402946882,,98.84544019498932,,92.72081468275346,,67.73878559781346,,144.05676301111578,,38.90997096810017,,38.80158891711757,,136.87994826666394,,118.17538817593893,
1857,213.43938020362992,,0.7687732342007417,,184.36126630281603,,355.9929196256099,,754.5623393662565,,80.93703169050933,,32,,112.2,,104.27010133052505,,98.22274319567323,,263.71041258319065,,2.402416356877318,,164.31485410233157,,341.4141878477229,,768.2155016410654,,33.79287965406667,,322.2000399715432,,309.00520461776824,,720.7694597121899,,733.8111686377134,,541196,418809,380258,1340263,1420922.880000005,1315467.395109671,1194379.7786810051,3930770.053790681,266.11282894006797,,164.31485410233157,,309.00520461776824,,733.8111686377134,,491.71248298226146,,392.3384027142004,,812.6198649805349,,547.5128154979384,,0.1872816833944338,,0.12490986451901576,,0.25871603834335954,,0.18668381986121388,,0.15075283567664835,,0.1401488679903357,,0.298056720299422,,73.5995351287197,,81.85539874542374,,157.55815339402517,,46.274751802797844,,47.57004148784735,,89.91408783875042,,97.35046511051934,,82.21418430220635,,76.43123136613636,,147.11752505332697,,39.24801120343263,,40.94278858186269,,107.56621715064006,,116.46099763779571,
1858,181.9303802976274,,1.8171003717472076,,169.88279990898212,,346.5562288597354,,700.1865094380921,,71.92488150179706,,34.9,,105.6,,103.32604288830467,,93.38833916263398,,252.94498440443286,,5.206591323057902,,160.87386355017247,,335.4006590907215,,749.7579630565341,,34.809948374245046,,311.7462804854904,,301.71123539734094,,665.376561063847,,712.4835574012154,,542450,420079,380432,1342961,1425250.9320000056,1318539.084542852,1194095.5415786228,3937885.55812148,258.15157572749075,,160.87386355017247,,301.71123539734094,,712.4835574012154,,475.89930081572635,,382.9609753169582,,793.0753338240236,,530.5318303370057,,0.18112710536188567,,0.12200917321002186,,0.25266925877511565,,0.18093048842716924,,0.12892289809733934,,0.12884168690978307,,0.29022487463740115,,68.3687409887171,,81.62333613753357,,165.3941493600735,,52.61046047785737,,48.121583733243774,,83.76126757857242,,95.94769011835834,,76.30019574434097,,76.25213268030333,,154.5104282468908,,45.16857979308986,,41.39837251768956,,100.06303176363494,,114.70712158889592,
1859,181.45283904496972,,2.4460966542750873,,150.96420370724388,,325.53083304633367,,660.3939724528224,,71.30692843991199,,36.8,,112,,96.70425668365444,,91.08959519961242,,254.46733299958936,,6.647001777921433,,134.78946759575348,,336.62513338087314,,724.9938601721136,,35.78435137112073,,289.7464816752129,,299.62122828062405,,624.6096210817017,,685.709075458005,,543304,421040,380323,1344667,1428532.7759999998,1321528.8606974424,1193729.3864882991,3943791.023185741,261.1143347775108,,134.78946759575348,,299.62122828062405,,685.709075458005,,480.60447701012845,,320.13458957760184,,787.8072803396693,,509.94712851434963,,0.1827849799209023,,0.10199509946730771,,0.25099593900594735,,0.17387054015455883,,0.1287327380854192,,0.11423451140338461,,0.2727006947562688,,72.8689296922212,,77.18922861101841,,164.01050214715977,,51.418843418121895,,50.05190468042283,,94.40297694828821,,90.10160615114262,,81.28197192546747,,72.12777796001126,,153.2560085759382,,44.433191463498574,,42.99851683028295,,112.69163451913275,,107.54588473597285,
1860,212.16490160459537,,1.9568773234200696,,170.56480185549884,,345.55331926491425,,730.2399000484286,,81.1984757018044,,36.6,,115.3,,97.27416377084074,,95.62816105731372,,261.2917296425068,,5.346659353606747,,147.93131123633898,,355.23648404623816,,763.6243256949876,,36.881680037223,,308.67163922769123,,317.32129813509613,,693.3582200112056,,725.0565234603317,,543775,422811,383359,1349945,1430830.0320000038,1325947.0369855403,1202224.4694479087,3959001.538433453,266.6383889961136,,147.93131123633898,,317.32129813509613,,725.0565234603317,,490.34690634198626,,349.8757393642525,,827.7392682448987,,537.1007881508741,,0.1863522452232907,,0.11156653102272605,,0.263945133541341,,0.1831412583252572,,0.1496486473859635,,0.12863621026920313,,0.2874282865192396,,76.66550695310781,,78.54192523002243,,156.7651313994005,,45.713493203874606,,50.82507209576338,,97.61093419671184,,92.36049372102559,,85.44778270832931,,73.44990506433946,,146.60175422187544,,39.23210916032652,,43.899963672555806,,116.33477624440786,,110.03800251334398,
1861,189.48619540701804,,1.7472118959107765,,175.89232607718816,,372.697333450481,,739.823066830598,,83.0030377246907,,37,,113.4,,102.43738339108205,,98.79641983258432,,228.28826582891685,,4.722194313272369,,155.10787132027173,,363.82941570033023,,748.8359072973158,,37.931583458572014,,334.765749991909,,326.80037200272034,,701.891483372026,,710.4422250942065,,545895,425877,387589,1359361,1437472.1040000077,1336352.386862006,1216209.105613729,3990033.5964757428,233.01046014218923,,155.10787132027173,,326.80037200272034,,710.4422250942065,,426.8411693497637,,364.20814300906534,,843.1621434115011,,522.6295480701642,,0.162097378790029,,0.11606809165394817,,0.268704099068399,,0.17805419626584482,,0.1330345171713522,,0.13162121593557724,,0.3064418213366432,,67.84525509505754,,79.98849752204316,,167.27629811653168,,54.24197449946242,,50.47568899835476,,84.81876419339018,,91.73428764344855,,75.62596292727436,,74.82254536967822,,156.47297790093947,,46.91069253106718,,43.68031701724466,,101.07376400204866,,108.97068994557216,
1862,234.86490411448497,,2.376208178438656,,183.48287170193333,,402.7471900380516,,823.4711740329085,,84.06412024942277,,38.3,,119.1,,114.41123593711704,,104.99023347400235,,279.3878094692815,,6.20419889931764,,154.05782678583824,,352.01716574359045,,784.3312151856641,,39.126107674641084,,363.6210823634105,,317.8193814489206,,784.3450663582674,,747.0647891763062,,547722,428729,391651,1368102,1443351.1320000116,1339848.8992978209,1223974.028486272,4007174.059784105,285.5920083685991,,154.05782678583824,,317.8193814489206,,747.0647891763062,,521.4178148195601,,359.3361465770644,,811.4861993175572,,546.0592771418405,,0.19786731172813243,,0.11498149296280785,,0.2596618670430271,,0.18643182902231004,,0.16436825872314603,,0.13694295811870413,,0.32904880386730256,,75.55114922761415,,74.64899692383193,,161.94260614831876,,50.140588879500605,,50.78112619833902,,101.20852568816528,,89.81111516123399,,83.9748027823278,,69.96337364512935,,151.77767324297014,,43.7552454147969,,44.07579881978596,,120.02680603749573,,106.2686708391459,
1863,210.93825491691942,,2.306319702602225,,207.70645496076895,,409.98762244569025,,830.9386520259809,,73.03715151256873,,33.5,,139.7,,110.27342825924276,,102.89497095893792,,288.8095312433149,,6.8845364256782835,,148.6803543026263,,371.7918531396764,,807.5600238592632,,40.355225333158906,,369.63239711253135,,335.1962507627489,,790.583426692822,,768.3402010078008,,551254,432934,396979,1381167,1453734.3960000155,1341307.6995519965,1229912.6177672625,4024954.7133192746,295.69406766899317,,148.6803543026263,,335.1962507627489,,768.3402010078008,,536.4025796982755,,343.4249892653991,,844.367714067366,,556.2978271329976,,0.20340308964457493,,0.11084731292624823,,0.2725366387176771,,0.19089412322211466,,0.1466874383699451,,0.1548536961579688,,0.33334695207043774,,67.58101719742402,,83.81597221101765,,162.66757141472596,,50.86354499081429,,51.59561986975986,,80.63023719068721,,87.20963858926322,,74.68032803592311,,78.8378674763315,,153.00621229571667,,44.07034651653413,,44.90853513604244,,94.72646892477586,,102.76394639576256,
1864,222.6443732766353,,2.4460966542750873,,209.19164717154075,,437.9769082481746,,872.2590253506257,,74.21704960092796,,35.1,,137.8,,110.29592484794343,,102.99800040313308,,299.99087066087236,,6.96893633696606,,151.8081619532226,,397.0925570024277,,846.8698634309533,,41.77341582821741,,396.2034924199572,,359.2186138936436,,830.4856095224084,,806.3123616690582,,553669,436282,401553,1391504,1461184.3800000194,1346861.9862007909,1239648.83067577,4047695.1968765804,306.9598069978384,,151.8081619532226,,359.2186138936436,,806.3123616690582,,554.4103191579056,,347.95880176863267,,894.5733536884137,,579.4538583209666,,0.2100760254485025,,0.11271248539833016,,0.28977449500583374,,0.19920283579930925,,0.1540465891997199,,0.15531780487889896,,0.35330724105908295,,68.11758580457114,,80.33954944258944,,165.32090427728616,,52.94602941804316,,50.46943216008636,,84.78711453721543,,89.90024093337257,,75.0806073036599,,75.70018379478857,,155.77412277939507,,46.41060047620507,,44.08444717732165,,99.18153898700136,,105.47639286959259,
1865,223.57746794080884,,3.1061119998999787,,211.8343436154696,,427.9352293732498,,866.4531529294281,,76.26864140767182,,37.1,,128.5,,107.63429887233451,,101.25596573937015,,293.1446841248169,,8.372269541509377,,164.851629272739,,397.58258645863947,,855.7057814841774,,43.30549813257177,,384.62973124067804,,357.3486660575445,,823.1476547968564,,812.9374390795047,,555999,439581,406109,1401689,1468420.1160000234,1355915.4381092624,1252668.9339509995,4077004.4880602853,301.51695366632623,,164.851629272739,,357.3486660575445,,812.9374390795047,,542.2976546114763,,375.0199150389552,,879.9328900801128,,579.969907076038,,0.2053342571250375,,0.12157957984652353,,0.2852698397576154,,0.19939576752005872,,0.1543724288919406,,0.15622976010278272,,0.34161877713652095,,69.42565282058408,,82.05997469793965,,161.2776390567879,,49.785961560978805,,49.76845840436882,,84.603551336858,,88.15764783700841,,76.45980423530848,,77.37973003942032,,152.07925931669408,,43.39579074160891,,43.445336853134556,,98.81115402749118,,103.12863496610255,
1866,255.37516334219129,,1.3497981118569824,,207.22959068408585,,447.7268641944228,,911.6814163325569,,92.59791568517561,,49,,114.1,,102.99133358579523,,102.18747818601622,,275.78932144697876,,2.7546900241979233,,181.62102601585087,,434.72285347334713,,892.1654908373258,,44.9647031571319,,402.76216103729087,,391.0641284218118,,866.716713175425,,848.163325449429,,556331,441312,409241,1406884,1470385.0440000275,1360616.5791762194,1261737.930259443,4092739.55343569,278.5440114711767,,181.62102601585087,,391.0641284218118,,848.163325449429,,500.6803709862954,,411.5478981216257,,955.5839430111153,,602.8665657221412,,0.18943610220179274,,0.1334843546635399,,0.30994085145827377,,0.20723608584803058,,0.1745970978837319,,0.15230564867109903,,0.3548493339677596,,74.90588787317472,,76.22319549691942,,159.75359663985847,,48.61103595109494,,48.76838391905308,,98.27177591393695,,92.93565298459559,,82.44682923048698,,71.92054140090411,,150.7358106174469,,42.79025273746322,,42.71990979684873,,114.63599637119881,,108.5802054821603,
1867,238.82623720465955,,2.5138753291639344,,207.6672805805427,,428.3709577577686,,877.3783508721349,,91.23020192182508,,44.3,,112.5,,101.58534286012834,,100.78019639498248,,261.7841813057797,,5.674662142582245,,184.59313829381574,,421.6857921595909,,870.5860697407975,,46.793412810505934,,381.5775449472627,,375.6226382704169,,830.5849380616289,,824.1549111557209,,559554,445350,414538,1419442,1479998.6520000317,1379050.8607946965,1283639.801801082,4142689.31459581,267.45884344836196,,184.59313829381574,,375.6226382704169,,824.1549111557209,,477.98575910164516,,414.4900377092528,,906.1235357685349,,580.6189412147315,,0.18071559936012443,,0.13385520689747546,,0.2926230845626466,,0.19894200326633263,,0.16306779212783928,,0.1505871077596599,,0.3337158579507421,,73.70909965797779,,79.68933805421928,,157.30845362194376,,46.63572010091291,,46.59565913539459,,92.49556020634448,,97.44986479746662,,81.3329461017274,,75.10798398147001,,148.26476293162284,,40.55969379386145,,40.882064156103986,,108.28801652004552,,113.65339534366544,
1868,253.2645164148428,,2.5081406282167786,,195.41649929186647,,428.35419123087337,,879.5433475657994,,91.30741169638458,,46,,100.7,,104.51279127015603,,99.56704193428745,,277.3756387455139,,5.4524796265582145,,194.05809264336293,,409.85814848597516,,883.3679604002729,,48.13439422984099,,380.21979700103236,,363.8021646730292,,831.4089533359585,,835.0242582125461,,561845,448667,419194,1429706,1487158.776000036,1386016.7130374261,1294969.0750712908,4168144.5641087526,282.82811837207214,,194.05809264336293,,363.8021646730292,,835.0242582125461,,503.39171545901826,,432.5214304670567,,867.8610969456366,,584.0531257563066,,0.19018017641181933,,0.1400113655325907,,0.2809350212884436,,0.20033476415448992,,0.17198745767483095,,0.14099144509131883,,0.33078333643395424,,78.28339239820569,,74.8978142656084,,155.97382062940397,,45.86317256423559,,44.55033426646409,,104.52026292862311,,100.07436559921263,,86.2233421862798,,70.6839543987626,,147.19850683055188,,40.44321123510501,,39.11909963911271,,121.98432150506456,,116.39507108269939,
1869,273.5694157816843,,1.8684728603371918,,205.56173792420813,,434.95454560330495,,915.9541721695346,,89.76314532691273,,46.9,,109.5,,101.32868236883296,,99.45823843431096,,304.76808136051676,,3.9839506616997693,,187.72761454265583,,429.25116110765674,,920.9434900402881,,49.603783461465994,,385.35076214183897,,380.2978121625773,,866.3503887080685,,871.0695085156427,,564906,452616,424474,1441996,1496368.3200000399,1390887.7395113541,1304407.4498942648,4191663.509405659,308.75203202221655,,187.72761454265583,,380.2978121625773,,871.0695085156427,,546.5547047158582,,414.7613308912098,,895.927223251783,,604.0720699056327,,0.2063342479892974,,0.13496963788652575,,0.2915483288549174,,0.20780997963244258,,0.1840709168729355,,0.14779175348574572,,0.33344990910513606,,81.15550307275552,,75.5932225281153,,151.10387767777664,,42.08240549975071,,43.20757121290317,,107.3581736015705,,99.50390628490705,,89.05904071327399,,71.50609131728868,,142.93407946201629,,37.221372272481325,,37.866576716763944,,124.54748829452711,,115.57312916248807,
1870,268.44892552851945,,2.7548887967490177,,223.09356948150497,,437.110174735395,,931.4075585421684,,90.81646050072048,,47.3,,104.7,,97.65808481142206,,97.11923456303752,,295.595010032779,,5.824289210885873,,213.0788629240735,,447.5924093529538,,959.0351105347896,,51.325780905467646,,385.78439382992735,,395.0357971640318,,880.0817776367007,,906.186896546701,,567749,456413,429644,1453806,1505012.820000044,1393026.4998208054,1311324.343279026,4209363.663099876,301.41929924366485,,213.0788629240735,,395.0357971640318,,906.186896546701,,530.9023868710731,,466.8553764333476,,919.4491187216203,,623.3203718699064,,0.20027689813542984,,0.15296109797730575,,0.30124949573972437,,0.21527883287693023,,0.18020033498801727,,0.16015026958223913,,0.33333490449996617,,78.90832840942285,,80.74441164168532,,148.3266990886922,,39.55933721632629,,41.927416251818386,,97.72605534558807,,96.76123121667024,,86.18843855782082,,76.59864600598615,,140.71096792617638,,34.58096815665256,,36.59253705067502,,112.51953272266095,,112.14423570377997,
1871,271.30490098750806,,3.510498112301809,,232.3022050487442,,464.97423200525094,,972.091836153805,,93.88258345679961,,47.2,,108.3,,103.42648902074741,,101.47311851914995,,288.983207532151,,7.437496000639425,,214.4988042924693,,449.5697730897322,,957.9796603672454,,52.75421207195328,,412.22001993329764,,398.5632924758821,,919.3376240818518,,905.991298482026,,568121,458237,432981,1459339,1507114.212000048,1408069.2449089126,1330462.6857497448,4245646.142658706,296.42070353279047,,214.4988042924693,,398.5632924758821,,905.991298482026,,521.7562870106728,,468.0957764049374,,920.5098895237484,,620.8230565221829,,0.19668098221926994,,0.15233540897794776,,0.299567433754283,,0.21339303089321446,,0.18234543667072867,,0.1649792479231174,,0.349483106129525,,76.78588188172654,,80.47191455130815,,151.1267683598676,,41.897220683290314,,40.61899502933121,,95.41947934240905,,89.25956138677032,,84.20999854168582,,76.19001868470846,,143.08534063466925,,36.5276381257194,,35.08828355932072,,110.52628677014222,,103.20447616158917,
1872,283.6418324996112,,2.6403385371471826,,294.0778823867919,,513.4414442041874,,1093.8014976277377,,94.50377076942075,,47.8,,127.2,,115.46844015604835,,111.88831366677022,,300.1381110936487,,5.523720789010842,,231.19330376320116,,444.6595481070876,,977.58332553419,,54.56967773924618,,458.87176646494123,,397.4001604635906,,1039.2318198884916,,928.8117640092146,,570916,462028,438205,1471149,1515650.3880000524,1419034.7534635793,1345866.7529706159,4280551.894434247,305.66183188265956,,231.19330376320116,,397.4001604635906,,928.8117640092146,,535.3884492336168,,500.38807986356056,,906.8818485950426,,631.3512526665991,,0.20167040783461268,,0.16292293278857664,,0.295274520740217,,0.21698411487941416,,0.18888404166512077,,0.2072379705070695,,0.3814950054089027,,70.98495524029205,,90.10280098449441,,148.23755174123855,,40.23494529548901,,39.0185901649096,,78.7821848651605,,82.40587605075875,,77.80053756098269,,85.36044319235039,,140.43540240839604,,34.18949546341678,,33.26902246632149,,91.14354922650499,,95.02384765081533,
1873,284.8019315940266,,3.6295011432231945,,349.48991508944,,543.0793771277326,,1181.0007249544224,,99.13435495866703,,49.4,,133.8,,118.99668312016004,,117.06075502399707,,287.28883313234,,7.347168306119826,,261.2032250294768,,456.38194518358455,,1008.8784449684448,,56.99127102313378,,486.08810610459886,,408.4887858712487,,1124.0094539312886,,960.19323786257,,574820,466741,444338,1485899,1527144.720000057,1430113.1847314693,1361469.4922391896,4318727.396970715,294.63600143845986,,261.2032250294768,,408.4887858712487,,960.19323786257,,512.5708942598724,,559.6320551001022,,919.3199453372179,,646.2035695983172,,0.19293260002133186,,0.1826451415301948,,0.3000352106306936,,0.2223324487987082,,0.18886974427494926,,0.24437919936740066,,0.3988920649514795,,66.33306170197801,,98.98696807946273,,144.61750515169194,,39.3210664517997,,38.007931380680745,,67.01191377912345,,77.28075259462992,,72.56851232044345,,93.89664293893736,,137.18066637870555,,32.921943778333535,,32.04244414129221,,77.28552379411055,,89.05284598539205,
